assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
0,0,3,0,0,0.5,1,762,0.00,0.00,0.00,0.08,166,1,0,0.1,0.4,2025-12-20T20:00:00Z,4,False,11,0,0,0,1,0,17,0,0,0,0,1,4,0.0,1,0,0,0,45,False,0
0,0,0,0,0,0.0,0,762,0.00,0.00,0.00,0.00,175,0,0,0.0,0.0,2025-12-28T16:30:00Z,0,False,18,0,0,0,0,0,18,0,357,0,0,1,0,0.0,0,197,223,26,45,True,0
